phase,run_phase,pair_id,triplet_id,target_dataset,hparam_id,seed,transfer_mode,freeze_policy,loaded_tensors,init_changed_tensors,train_changed_tensors,trainable_loaded_tensors,prefix_resolution,test_mrr20,baseline_test_mrr20,gain_vs_native,result_path
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_feature_encoder_init_s1,KuaiRec_to_lastfm,,lastfm0.03,shared_5,1,feature_encoder_init,no_freeze,30,27,24,30,configured,0.308,0.308,0.0,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_feature_encoder_init_s1_20260504_202729_449134_pid476008.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_group_router_init_s1,KuaiRec_to_lastfm,,lastfm0.03,shared_5,1,group_router_init,no_freeze,24,24,24,24,configured,0.3076,0.308,-0.00040000000000001146,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_group_router_init_s1_20260504_203159_698615_pid476028.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_feature_encoder_group_router_init_s1,KuaiRec_to_lastfm,,lastfm0.03,shared_5,1,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.3108,0.308,0.0028000000000000247,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_feature_encoder_group_router_init_s1_20260504_203304_826734_pid476048.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_all_router_init_s1,KuaiRec_to_lastfm,,lastfm0.03,shared_5,1,all_router_init,no_freeze,72,48,24,72,configured,0.3076,0.308,-0.00040000000000001146,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_all_router_init_s1_20260504_203915_073277_pid476068.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_feature_encoder_router_init_s1,KuaiRec_to_lastfm,,lastfm0.03,shared_5,1,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.3108,0.308,0.0028000000000000247,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_feature_encoder_router_init_s1_20260504_204020_272249_pid476088.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_feature_encoder_a12_router_init_s1,KuaiRec_to_lastfm,,lastfm0.03,shared_5,1,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.3108,0.308,0.0028000000000000247,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_feature_encoder_a12_router_init_s1_20260504_204415_371530_pid476108.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_full_model_init_s1,KuaiRec_to_lastfm,,lastfm0.03,shared_5,1,full_model_init,no_freeze,198,158,125,198,,0.3089,0.308,0.0009000000000000119,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_full_model_init_s1_20260504_204625_633318_pid476128.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_full_except_feature_router_init_s1,KuaiRec_to_lastfm,,lastfm0.03,shared_5,1,full_except_feature_router_init,no_freeze,96,83,77,96,,0.3074,0.308,-0.0005999999999999894,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_full_except_feature_router_init_s1_20260504_205120_640698_pid476148.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_feature_encoder_init_s2,KuaiRec_to_lastfm,,lastfm0.03,shared_5,2,feature_encoder_init,no_freeze,30,27,24,30,configured,0.3082,0.3112,-0.0030000000000000027,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_feature_encoder_init_s2_20260504_205331_496078_pid476168.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_group_router_init_s2,KuaiRec_to_lastfm,,lastfm0.03,shared_5,2,group_router_init,no_freeze,24,24,24,24,configured,0.311,0.3112,-0.00019999999999997797,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_group_router_init_s2_20260504_205741_284041_pid476188.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_feature_encoder_group_router_init_s2,KuaiRec_to_lastfm,,lastfm0.03,shared_5,2,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.3098,0.3112,-0.0013999999999999568,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_feature_encoder_group_router_init_s2_20260504_210021_366253_pid476208.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_all_router_init_s2,KuaiRec_to_lastfm,,lastfm0.03,shared_5,2,all_router_init,no_freeze,72,48,24,72,configured,0.311,0.3112,-0.00019999999999997797,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_all_router_init_s2_20260504_210411_636976_pid476228.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_feature_encoder_router_init_s2,KuaiRec_to_lastfm,,lastfm0.03,shared_5,2,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.3098,0.3112,-0.0013999999999999568,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_feature_encoder_router_init_s2_20260504_210657_183043_pid476248.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_feature_encoder_a12_router_init_s2,KuaiRec_to_lastfm,,lastfm0.03,shared_5,2,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.3098,0.3112,-0.0013999999999999568,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_feature_encoder_a12_router_init_s2_20260504_211027_078643_pid476268.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_full_model_init_s2,KuaiRec_to_lastfm,,lastfm0.03,shared_5,2,full_model_init,no_freeze,198,158,125,198,,0.3097,0.3112,-0.0015000000000000013,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_full_model_init_s2_20260504_211317_177837_pid476288.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_full_except_feature_router_init_s2,KuaiRec_to_lastfm,,lastfm0.03,shared_5,2,full_except_feature_router_init,no_freeze,96,83,77,96,,0.3123,0.3112,0.0011000000000000454,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_full_except_feature_router_init_s2_20260504_211712_400459_pid476311.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_feature_encoder_init_s3,KuaiRec_to_lastfm,,lastfm0.03,shared_5,3,feature_encoder_init,no_freeze,30,27,24,30,configured,0.3034,0.3051,-0.0016999999999999793,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_feature_encoder_init_s3_20260504_211942_640472_pid476331.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_group_router_init_s3,KuaiRec_to_lastfm,,lastfm0.03,shared_5,3,group_router_init,no_freeze,24,24,24,24,configured,0.308,0.3051,0.0029000000000000137,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_group_router_init_s3_20260504_212408_140610_pid476351.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_feature_encoder_group_router_init_s3,KuaiRec_to_lastfm,,lastfm0.03,shared_5,3,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.305,0.3051,-9.999999999998899e-05,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_feature_encoder_group_router_init_s3_20260504_212442_749403_pid476371.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_all_router_init_s3,KuaiRec_to_lastfm,,lastfm0.03,shared_5,3,all_router_init,no_freeze,72,48,24,72,configured,0.308,0.3051,0.0029000000000000137,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_all_router_init_s3_20260504_212827_840244_pid476391.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_feature_encoder_router_init_s3,KuaiRec_to_lastfm,,lastfm0.03,shared_5,3,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.305,0.3051,-9.999999999998899e-05,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_feature_encoder_router_init_s3_20260504_213243_178064_pid476411.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_feature_encoder_a12_router_init_s3,KuaiRec_to_lastfm,,lastfm0.03,shared_5,3,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.305,0.3051,-9.999999999998899e-05,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_feature_encoder_a12_router_init_s3_20260504_213643_605286_pid476431.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_full_model_init_s3,KuaiRec_to_lastfm,,lastfm0.03,shared_5,3,full_model_init,no_freeze,198,158,125,198,,0.3084,0.3051,0.003300000000000025,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_full_model_init_s3_20260504_213808_628344_pid476451.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_5_full_except_feature_router_init_s3,KuaiRec_to_lastfm,,lastfm0.03,shared_5,3,full_except_feature_router_init,no_freeze,96,83,77,96,,0.3079,0.3051,0.0028000000000000247,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_5_full_except_feature_router_init_s3_20260504_214053_609830_pid476471.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_feature_encoder_init_s1,KuaiRec_to_lastfm,,lastfm0.03,shared_6,1,feature_encoder_init,no_freeze,30,27,24,30,configured,0.3076,0.3054,0.0021999999999999797,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_feature_encoder_init_s1_20260504_214559_357386_pid476491.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_group_router_init_s1,KuaiRec_to_lastfm,,lastfm0.03,shared_6,1,group_router_init,no_freeze,24,24,24,24,configured,0.3075,0.3054,0.0020999999999999908,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_group_router_init_s1_20260504_215024_449961_pid476512.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_feature_encoder_group_router_init_s1,KuaiRec_to_lastfm,,lastfm0.03,shared_6,1,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.3082,0.3054,0.002799999999999969,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_feature_encoder_group_router_init_s1_20260504_215044_348182_pid476523.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_all_router_init_s1,KuaiRec_to_lastfm,,lastfm0.03,shared_6,1,all_router_init,no_freeze,72,48,24,72,configured,0.3075,0.3054,0.0020999999999999908,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_all_router_init_s1_20260504_215329_652027_pid476551.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_feature_encoder_router_init_s1,KuaiRec_to_lastfm,,lastfm0.03,shared_6,1,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.3082,0.3054,0.002799999999999969,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_feature_encoder_router_init_s1_20260504_215919_686473_pid476571.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_feature_encoder_a12_router_init_s1,KuaiRec_to_lastfm,,lastfm0.03,shared_6,1,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.3082,0.3054,0.002799999999999969,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_feature_encoder_a12_router_init_s1_20260504_220354_938512_pid476591.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_full_model_init_s1,KuaiRec_to_lastfm,,lastfm0.03,shared_6,1,full_model_init,no_freeze,198,158,125,198,,0.3093,0.3054,0.0039000000000000146,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_full_model_init_s1_20260504_220430_454332_pid476611.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_full_except_feature_router_init_s1,KuaiRec_to_lastfm,,lastfm0.03,shared_6,1,full_except_feature_router_init,no_freeze,96,83,77,96,,0.3113,0.3054,0.005900000000000016,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_full_except_feature_router_init_s1_20260504_220745_923945_pid476631.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_feature_encoder_init_s2,KuaiRec_to_lastfm,,lastfm0.03,shared_6,2,feature_encoder_init,no_freeze,30,27,24,30,configured,0.3051,0.3086,-0.003500000000000003,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_feature_encoder_init_s2_20260504_221240_731001_pid476651.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_group_router_init_s2,KuaiRec_to_lastfm,,lastfm0.03,shared_6,2,group_router_init,no_freeze,24,24,24,24,configured,0.3055,0.3086,-0.0030999999999999917,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_group_router_init_s2_20260504_221741_120645_pid476674.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_feature_encoder_group_router_init_s2,KuaiRec_to_lastfm,,lastfm0.03,shared_6,2,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.307,0.3086,-0.0015999999999999903,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_feature_encoder_group_router_init_s2_20260504_221846_147332_pid476694.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_all_router_init_s2,KuaiRec_to_lastfm,,lastfm0.03,shared_6,2,all_router_init,no_freeze,72,48,24,72,configured,0.3055,0.3086,-0.0030999999999999917,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_all_router_init_s2_20260504_222036_218353_pid476714.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_feature_encoder_router_init_s2,KuaiRec_to_lastfm,,lastfm0.03,shared_6,2,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.307,0.3086,-0.0015999999999999903,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_feature_encoder_router_init_s2_20260504_222546_627940_pid476734.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_feature_encoder_a12_router_init_s2,KuaiRec_to_lastfm,,lastfm0.03,shared_6,2,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.307,0.3086,-0.0015999999999999903,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_feature_encoder_a12_router_init_s2_20260504_223241_999574_pid476754.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_full_model_init_s2,KuaiRec_to_lastfm,,lastfm0.03,shared_6,2,full_model_init,no_freeze,198,158,125,198,,0.3047,0.3086,-0.003899999999999959,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_full_model_init_s2_20260504_223527_240699_pid476774.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_full_except_feature_router_init_s2,KuaiRec_to_lastfm,,lastfm0.03,shared_6,2,full_except_feature_router_init,no_freeze,96,83,77,96,,0.3059,0.3086,-0.00269999999999998,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_full_except_feature_router_init_s2_20260504_223707_115043_pid476794.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_feature_encoder_init_s3,KuaiRec_to_lastfm,,lastfm0.03,shared_6,3,feature_encoder_init,no_freeze,30,27,24,30,configured,0.3099,0.3074,0.0025000000000000022,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_feature_encoder_init_s3_20260504_223832_516856_pid476814.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_group_router_init_s3,KuaiRec_to_lastfm,,lastfm0.03,shared_6,3,group_router_init,no_freeze,24,24,24,24,configured,0.3083,0.3074,0.0009000000000000119,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_group_router_init_s3_20260504_224537_572945_pid476834.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_feature_encoder_group_router_init_s3,KuaiRec_to_lastfm,,lastfm0.03,shared_6,3,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.3126,0.3074,0.005199999999999982,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_feature_encoder_group_router_init_s3_20260504_224738_026536_pid476854.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_all_router_init_s3,KuaiRec_to_lastfm,,lastfm0.03,shared_6,3,all_router_init,no_freeze,72,48,24,72,configured,0.3083,0.3074,0.0009000000000000119,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_all_router_init_s3_20260504_224907_722577_pid476874.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_feature_encoder_router_init_s3,KuaiRec_to_lastfm,,lastfm0.03,shared_6,3,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.3126,0.3074,0.005199999999999982,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_feature_encoder_router_init_s3_20260504_225118_226399_pid476894.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_feature_encoder_a12_router_init_s3,KuaiRec_to_lastfm,,lastfm0.03,shared_6,3,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.3126,0.3074,0.005199999999999982,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_feature_encoder_a12_router_init_s3_20260504_225903_801325_pid476914.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_full_model_init_s3,KuaiRec_to_lastfm,,lastfm0.03,shared_6,3,full_model_init,no_freeze,198,158,125,198,,0.3097,0.3074,0.0022999999999999687,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_full_model_init_s3_20260504_230053_977022_pid476934.json
init,AI502_P1_INIT_kuairec_to_lastfm_shared_6_full_except_feature_router_init_s3,KuaiRec_to_lastfm,,lastfm0.03,shared_6,3,full_except_feature_router_init,no_freeze,96,83,77,96,,0.3093,0.3074,0.0019000000000000128,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/lastfm0.03_FeaturedMoE_N3_ai502_p1_init_kuairec_to_lastfm_shared_6_full_except_feature_router_init_s3_20260504_230224_181146_pid476954.json
init,AI502_P1_INIT_kuairec_to_movielens1m_shared_3_feature_encoder_init_s1,KuaiRec_to_movielens1m,,movielens1m,shared_3,1,feature_encoder_init,no_freeze,30,27,24,30,configured,0.062,0.0583,0.003700000000000002,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/movielens1m_FeaturedMoE_N3_ai502_p1_init_kuairec_to_movielens1m_shared_3_feature_encoder_init_s1_20260504_230449_184950_pid476974.json
init,AI502_P1_INIT_kuairec_to_movielens1m_shared_3_group_router_init_s1,KuaiRec_to_movielens1m,,movielens1m,shared_3,1,group_router_init,no_freeze,24,24,24,24,configured,0.0604,0.0583,0.0021000000000000046,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/movielens1m_FeaturedMoE_N3_ai502_p1_init_kuairec_to_movielens1m_shared_3_group_router_init_s1_20260504_231239_823801_pid476994.json
init,AI502_P1_INIT_kuairec_to_movielens1m_shared_3_feature_encoder_group_router_init_s1,KuaiRec_to_movielens1m,,movielens1m,shared_3,1,feature_encoder_group_router_init,no_freeze,54,51,48,54,configured,0.0589,0.0583,0.0006000000000000033,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/movielens1m_FeaturedMoE_N3_ai502_p1_init_kuairec_to_movielens1m_shared_3_feature_encoder_group_router_init__20260504_231434_424749_pid477015.json
init,AI502_P1_INIT_kuairec_to_movielens1m_shared_3_all_router_init_s1,KuaiRec_to_movielens1m,,movielens1m,shared_3,1,all_router_init,no_freeze,72,48,24,72,configured,0.0604,0.0583,0.0021000000000000046,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/movielens1m_FeaturedMoE_N3_ai502_p1_init_kuairec_to_movielens1m_shared_3_all_router_init_s1_20260504_231434_861765_pid477016.json
init,AI502_P1_INIT_kuairec_to_movielens1m_shared_3_feature_encoder_router_init_s1,KuaiRec_to_movielens1m,,movielens1m,shared_3,1,feature_encoder_router_init,no_freeze,102,75,48,102,configured,0.0589,0.0583,0.0006000000000000033,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/movielens1m_FeaturedMoE_N3_ai502_p1_init_kuairec_to_movielens1m_shared_3_feature_encoder_router_init_s1_20260504_232820_606480_pid477057.json
init,AI502_P1_INIT_kuairec_to_movielens1m_shared_3_feature_encoder_a12_router_init_s1,KuaiRec_to_movielens1m,,movielens1m,shared_3,1,feature_encoder_a12_router_init,no_freeze,102,75,48,102,configured,0.0589,0.0583,0.0006000000000000033,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/movielens1m_FeaturedMoE_N3_ai502_p1_init_kuairec_to_movielens1m_shared_3_feature_encoder_a12_router_init_s1_20260504_233115_523426_pid477077.json
init,AI502_P1_INIT_kuairec_to_movielens1m_shared_3_full_model_init_s1,KuaiRec_to_movielens1m,,movielens1m,shared_3,1,full_model_init,no_freeze,198,158,125,198,,0.0574,0.0583,-0.000899999999999998,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/movielens1m_FeaturedMoE_N3_ai502_p1_init_kuairec_to_movielens1m_shared_3_full_model_init_s1_20260504_233500_975733_pid477097.json
init,AI502_P1_INIT_kuairec_to_movielens1m_shared_3_full_except_feature_router_init_s1,KuaiRec_to_movielens1m,,movielens1m,shared_3,1,full_except_feature_router_init,no_freeze,96,83,77,96,,0.0647,0.0583,0.006399999999999996,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/movielens1m_FeaturedMoE_N3_ai502_p1_init_kuairec_to_movielens1m_shared_3_full_except_feature_router_init_s1_20260504_233820_881529_pid477117.json
init,AI502_P1_INIT_kuairec_to_movielens1m_shared_3_feature_encoder_init_s2,KuaiRec_to_movielens1m,,movielens1m,shared_3,2,feature_encoder_init,no_freeze,30,27,24,30,configured,0.0611,0.0627,-0.0016000000000000042,/workspace/FeaturedMoE/experiments/run/AI502_transfer/artifacts/hyperopt_results/ai502_transfer/movielens1m_FeaturedMoE_N3_ai502_p1_init_kuairec_to_movielens1m_shared_3_feature_encoder_init_s2_20260504_234516_458040_pid477137.json
